保單號,人員代號1,公司代號1,公司代號2,人員代號2
0291D000320,070220,02,02,100111
0091D001225,X00224,00,00,939756
0091D003802,X01007,00,00,939756
0091D001286,X00224,00,00,939756
0091D003845,X01007,00,00,049010
0091D000242,X00224,00,00,049008
0091D000001,X00224,00,00,049008
0091D003204,X01007,00,00,039268
0091D003181,X00224,00,00,039268
0091D003554,X00224,00,00,939756
0091D001874,X00224,00,00,049008
0191D000135,060925,01,01,049008
0091D000537,X00224,00,00,939756
0091D001291,X00224,00,00,939756
0091D004158,X01007,00,00,039268
0091D002527,X00224,00,00,939756
0091D002743,X00224,00,00,049008
0091D001281,X00224,00,00,939756
0091D000402,X00224,00,00,049008
0091D003993,X01007,00,00,039268
0091D001889,X00224,00,00,049008
0091D001427,X00224,00,00,939756
0291D000120,070149,02,02,070921
0091D003123,X00224,00,00,049008
0691D000351,007544,06,06,039365
0091D002289,X00224,00,00,049008
0091D003423,X01007,00,00,039268
0091D003079,X00224,00,00,049008
0091D004022,X01007,00,00,039268
0291D000965,070149,02,02,939756
0691D000131,009105,06,06,049010
0091D000810,X00224,00,00,939756
0091D001362,X00224,00,00,939756
0091D003699,X01007,00,00,939756
0091D003217,X00224,00,00,939756
0191D000422,060925,01,01,049008
0291D000942,070149,02,02,939756
0091D004207,X01007,00,00,049010
0091D000032,X00224,00,00,049008
0191D000322,060925,01,01,049008
0091D001671,X00224,00,00,939756
0091D003635,X00224,00,00,939756
0091D001490,X00224,00,00,939756
0291D000736,070149,02,02,939756
0091D002111,X00224,00,00,049008
0091D003170,X00224,00,00,039268
0091D002102,X00224,00,00,049008
0191D000354,060925,01,01,094072
0191D000312,060925,01,01,049008
0091D003467,X01007,00,00,039268
0291D000536,070149,02,02,070921
0091D000509,X00224,00,00,939756
0091D003745,X01007,00,00,049008
0391D000123,050326,03,03,049008
0291D000905,070149,02,02,939756
0691D000180,009105,06,06,049010
0091D003295,X00224,00,00,039268
0091D001981,X00224,00,00,049008
0091D002378,X00224,00,00,049008
0091D003036,X00224,00,00,049008
0091D001281,X00224,00,00,939756
0091D001436,X00224,00,00,939756
0091D004000,X01007,00,00,039268
0091D000533,X00224,00,00,939756
0091D000051,X00224,00,00,049008
0091D003802,X01007,00,00,939756
0191D000434,060925,01,01,061051
0191D000262,060925,01,01,005339
0091D003914,X01007,00,00,939756
0591D000075,X00457,05,05,981540
0091D001209,X00224,00,00,939756
0091D004345,X01007,00,00,049008
0091D002325,X00224,00,00,049008
0191D000413,060925,01,01,060283
0191D000302,060925,01,01,049008
0091D002547,X00224,00,00,939756
0091D001552,X00224,00,00,939756
0091D004205,X01007,00,00,039268
0091D000502,X00224,00,00,939756
0091D000097,X00224,00,00,049008
0091D003887,X01007,00,00,049010
0291D000831,070149,02,02,939756
0091D003109,X00224,00,00,049008
0091D003919,X01007,00,00,039268
0191D000013,060925,01,01,049008
0091D001357,X00224,00,00,939756
0091D002358,X00224,00,00,049008
0691D000152,007544,06,06,008036
0191D000543,060925,01,01,049008
0091D002024,X00224,00,00,049008
0091D000179,X00224,00,00,049008
0091D003121,X00224,00,00,049008
0091D000645,X00224,00,00,939756
0691D000312,009105,06,06,005681
0091D000310,X00224,00,00,049008
0091D002022,X00224,00,00,049008
0091D002800,X00224,00,00,002895
0091D000701,X00224,00,00,939756
0091D004093,X01007,00,00,049010
0091D002968,X00224,00,00,049008
0191D000435,060925,01,01,061051
0091D002063,X00224,00,00,049008
0291D000541,070104,02,02,939756
0091D001132,X00224,00,00,939756
0091D000719,X00224,00,00,939756
0191D000261,060925,01,01,005339
0091D003885,X01007,00,00,049010
0091D002798,X00224,00,00,002895
0291D000240,070149,02,02,005576
0091D002211,X00224,00,00,049008
0091D000858,X00224,00,00,049008
0091D000408,X00224,00,00,049008
0091D001199,X00224,00,00,939756
0691D000352,007544,06,06,005533
0091D000975,X00224,00,00,939756
0191D000312,060925,01,01,049008
0091D003940,X01007,00,00,039268
0091D003381,X01007,00,00,039268
0091D002971,X00224,00,00,049008
0091D003094,X00224,00,00,049008
0291D000457,070149,02,02,939756
0291D000865,070149,02,02,005576
0091D003106,X00224,00,00,049008
0291D000418,070149,02,02,939756
0591D000036,004570,05,05,004570
0091D000543,X00224,00,00,939756
0291D000461,070149,02,02,939756
0091D001105,X00224,00,00,939756
0091D001570,X00224,00,00,049008
0091D003731,X01007,00,00,049008
0091D003208,X00224,00,00,939756
0591D000318,X00457,05,05,039268
0091D003076,X00224,00,00,049008
0091D000138,X00224,00,00,049008
0091D000757,X00224,00,00,939756
0091D000816,X00224,00,00,939756
0291D000055,070220,02,02,100200
0291D000872,070149,02,02,005576
0091D002046,X00224,00,00,049008
0091D003192,X01007,00,00,039268
0291D000283,070149,02,02,100111
0091D000560,X00224,00,00,939756
0091D001737,X00224,00,00,939756
0291D000558,070149,02,02,939756
0091D003764,X01007,00,00,939756
0291D000898,070149,02,02,070220
0091D003257,X00224,00,00,939756
0091D000575,X00224,00,00,939756
0091D002820,X00224,00,00,049008
0091D004064,X01007,00,00,049010
0091D002153,X00224,00,00,049008
0091D003308,X01007,00,00,039268
0091D002469,X00224,00,00,039268
0091D002960,X00224,00,00,049008
0091D003485,X01007,00,00,049010
0291D000583,070149,02,02,939756
0091D003915,X01007,00,00,039268
0091D002081,X00224,00,00,049008
0091D000800,X00224,00,00,939756
0091D002574,X00224,00,00,939756
0091D002639,X00224,00,00,104132
0091D000785,X00224,00,00,939756
0091D001612,X00224,00,00,939756
0291D000745,070149,02,02,939756
0091D000056,X00224,00,00,049008
0891D000066,070629,08,08,070629
0391D000044,050326,03,03,049008
0091D003171,X00224,00,00,039268
0091D003476,X01007,00,00,039268
0091D002035,X00224,00,00,049008
0091D002341,X00224,00,00,049008
0091D000379,X00224,00,00,049008
0091D003486,X01007,00,00,049010
0291D000530,070149,02,02,100111
0091D002133,X00224,00,00,049008
0091D002309,X00224,00,00,049008
0091D003438,X01007,00,00,039268
0291D000844,070149,02,02,939756
0091D001099,X00224,00,00,939756
0291D000452,070149,02,02,939756
0291D001006,070149,02,02,005576
0091D002304,X00224,00,00,049008
0591D000435,X00457,05,05,039268
0091D001554,X00224,00,00,939756
0091D003093,X00224,00,00,049008
0091D002380,X00224,00,00,049008
0091D002197,X00224,00,00,049008
0291D000547,070149,02,02,939756
0191D000067,060925,01,01,005339
0091D000811,X00224,00,00,939756
0191D000189,060925,01,01,005339
0091D000398,X00224,00,00,049008
0091D003368,X01007,00,00,039268
0391D000093,050326,03,03,049008
0091D003387,X00224,00,00,939756
0091D000478,X00224,00,00,049008
0091D003222,X00224,00,00,939756
0091D000285,X00224,00,00,049008
0091D002115,X00224,00,00,049008
0191D000450,060925,01,01,094072
0091D001435,X00224,00,00,939756
0291D000169,070149,02,02,939756
0091D004156,X01007,00,00,049010
0091D004000,X01007,00,00,039268
0091D002950,X00224,00,00,049008
0091D000625,X00224,00,00,939756
0091D003750,X01007,00,00,049008
0091D003224,X01007,00,00,104124
0391D000070,050326,03,03,049008
0091D004221,X01007,00,00,049010
0091D004229,X01007,00,00,049010
0191D000372,060925,01,01,049008
0691D000202,009105,06,06,002712
0091D001766,X00224,00,00,939756
0091D001571,X00224,00,00,049008
0091D001413,X00224,00,00,939756
0091D002445,X00224,00,00,049008
0391D000033,050326,03,03,049008
0891D000045,070629,08,08,070629
0091D000483,X00224,00,00,049008
0091D003753,X01007,00,00,049008
0191D000064,060925,01,01,049008
0191D000425,060925,01,01,049008
0291D000789,070149,02,02,939756
0091D004046,X01007,00,00,049010
0091D000094,X00224,00,00,049008
0091D003420,X01007,00,00,039268
0091D001738,X00224,00,00,939756
0091D003755,X01007,00,00,939756
0091D003709,X00224,00,00,939756
0091D001104,X00224,00,00,939756
0091D004005,X01007,00,00,039268
0091D003947,X01007,00,00,039268
0091D001772,X00224,00,00,939756
0091D001993,X00224,00,00,049008
0091D001179,X00224,00,00,939756
0091D003153,X00224,00,00,005711
0391D000035,050326,03,03,049008
0091D002320,X00224,00,00,049008
0091D000377,X00224,00,00,049008
0291D000370,070149,02,02,939756
0091D002989,X00224,00,00,049008
0091D002453,X00224,00,00,049008
0291D001026,070149,02,02,939756
0091D002133,X00224,00,00,049008
0091D000790,X00224,00,00,939756
0091D002522,X00224,00,00,939756
0091D004171,X01007,00,00,039268
0291D000352,070149,02,02,939756
0091D002080,X00224,00,00,049008
0091D001363,X00224,00,00,939756
0091D001001,X00224,00,00,049008
0091D003072,X00224,00,00,049008
0391D000041,050326,03,03,049008
0091D002560,X00224,00,00,939756
0591D000041,004570,05,05,981540
0091D000195,X00224,00,00,049008
0591D000176,X00457,05,05,981540
0691D000125,009105,06,06,049010
0091D001349,X00224,00,00,939756
0591D000291,X00457,05,05,039268
0091D003038,X00224,00,00,049008
0091D001554,X00224,00,00,939756
0091D000039,X00224,00,00,049008
0091D003873,X01007,00,00,049010
0091D002324,X00224,00,00,049008
0091D002082,X00224,00,00,049008
0291D000281,070149,02,02,939756
0291D000375,070149,02,02,071170
0291D000632,070149,02,02,939756
0091D000764,X00224,00,00,939756
0291D000556,070149,02,02,939756
0091D001730,X00224,00,00,939756
0291D000312,070149,02,02,100056
0691D000299,009105,06,06,002712
0091D002011,X00224,00,00,049008
0191D000519,060925,01,01,060283
0091D000990,X00224,00,00,939756
0291D000454,070149,02,02,939756
0091D004078,X01007,00,00,049010
0091D002451,X00224,00,00,049008
0191D000188,060925,01,01,005339
0091D000030,X00224,00,00,049008
0291D000444,070149,02,02,939756
0091D003074,X00224,00,00,049008
0091D001673,X00224,00,00,939756
0091D002028,X00224,00,00,049008
0191D000134,060925,01,01,049008
0091D000767,003224,00,00,939756
0091D000259,X00224,00,00,049008
0291D000351,070149,02,02,939756
0091D002400,X00224,00,00,049008
0091D001782,X00224,00,00,939756
0291D000212,070149,02,02,939756
0091D002319,X00224,00,00,049008
0291D000769,070149,02,02,939756
0091D000968,X00224,00,00,939756
0091D001909,X00224,00,00,939756
0191D000467,060691,01,01,005339
0191D000468,060925,01,01,060283
0091D003344,X01007,00,00,039268
0091D001921,X00224,00,00,049008
0691D000322,009105,06,06,039365
0091D003367,X00224,00,00,939756
0891D000014,070629,08,08,070629
0291D000131,070149,02,02,939756
0191D000286,060925,01,01,049008
0091D001796,X00224,00,00,049008
0091D003079,X00224,00,00,049008
0091D002106,X00224,00,00,049008
0091D003476,X01007,00,00,039268
0091D001413,X00224,00,00,939756
0191D000215,060925,01,01,049008
0091D003657,X00224,00,00,939756
0091D001944,X00224,00,00,039268
0091D004036,X01007,00,00,049010
0091D003884,X01007,00,00,049010
0291D000276,070149,02,02,939756
0191D000033,060925,01,01,063037
0091D000593,X00224,00,00,939756
0091D003261,X01007,00,00,039268
0291D001000,070149,02,02,939756
0091D002522,X00224,00,00,939756
0091D002963,X00224,00,00,049008
0891D000067,070629,08,08,070629
0091D002109,X00224,00,00,049008
0091D000466,X00224,00,00,049008
0091D002217,X00224,00,00,049008
0091D000936,X00224,00,00,939756
0191D000504,060925,01,01,049008
0091D003114,X00224,00,00,049008
0091D000298,002241,00,00,049008
0091D002560,X00224,00,00,939756
0691D000234,009105,06,06,049010
0091D003526,X00224,00,00,939756
0591D000209,X00457,05,05,981540
0091D001862,X00224,00,00,049008
0091D003561,X01007,00,00,049010
0091D004082,X01007,00,00,049010
0091D002140,X00224,00,00,049008
0891D000079,070629,08,08,070629
0091D001861,X00224,00,00,049008
0091D001417,X00224,00,00,939756
0591D000338,X00457,05,05,039268
0091D000935,X00224,00,00,939756
0091D003184,X01007,00,00,039268
0091D001065,X00224,00,00,939756
0091D000675,X00224,00,00,939756
0091D003579,X00224,00,00,939756
0091D000288,X00224,00,00,049008
0191D000603,060925,01,01,060925
0091D002547,X00224,00,00,939756
0091D002094,X00224,00,00,049008
0091D001331,X00224,00,00,939756
0091D002643,X00224,00,00,049008
0091D001724,X00224,00,00,939756
0091D001038,X00224,00,00,939756
0691D000155,009105,06,06,049010
0091D002403,X00224,00,00,049008
0091D001738,X00224,00,00,939756
0091D000998,X00224,00,00,939756
0091D002498,X00224,00,00,939756
0091D000676,X00224,00,00,939756
0091D002949,X00224,00,00,049008
0091D001911,X00224,00,00,939756
0291D000319,070149,02,02,939756
0091D002814,X00224,00,00,049008
0091D000418,X00224,00,00,049008
0591D000252,X00457,05,05,039268
0191D000521,060925,01,01,060283
0091D002932,X00224,00,00,049008
0091D001237,X00224,00,00,939756
0091D001351,X00224,00,00,939756
0191D000006,060925,01,01,049008
0191D000016,060925,01,01,049008
0091D000075,X00224,00,00,049008
0091D000201,X00224,00,00,049008
0091D001870,X00224,00,00,049008
0191D000200,060925,01,01,049008
0091D003651,X00224,00,00,939756
0091D003613,X00224,00,00,939756
0091D000435,X00224,00,00,049008
0091D000718,X00224,00,00,939756
0191D000521,060925,01,01,060283
0191D000352,060925,01,01,061051
0291D000865,070149,02,02,005576
0091D000048,X00224,00,00,049008
0091D002103,X00224,00,00,049008
0091D000078,X00224,00,00,049008
0291D000798,070149,02,02,939756
0091D000961,X00224,00,00,939756
0291D000720,070149,02,02,939756
0091D000579,X00224,00,00,939756
0091D003985,X01007,00,00,039268
0091D000317,X00224,00,00,049008
0091D002091,X00224,00,00,049008
0191D000204,060925,01,01,049008
0291D000345,070149,02,02,939756
0091D003970,X01007,00,00,039268
0091D003292,X00224,00,00,039268
0191D000551,060925,01,01,049008
0091D000747,X00224,00,00,939756
0291D000535,070149,02,02,100102
0091D003417,X01007,00,00,039268
0091D004200,X01007,00,00,039268
0591D000174,X00457,05,05,981540
0091D004039,X01007,00,00,049010
0091D001621,X00224,00,00,939756
0091D001475,X00224,00,00,939756
0091D002374,X00224,00,00,049008
0091D001815,X00224,00,00,049008
0091D002787,X00224,00,00,049008
0091D002511,X00224,00,00,939756
0291D000692,070149,02,02,939756
0391D000031,050326,03,03,049008
0091D000917,X00224,00,00,939756
0291D000946,070149,02,02,939756
0691D000360,007544,06,06,039365
0091D004196,X01007,00,00,049010
0091D002572,X00224,00,00,939756
0091D000442,X00224,00,00,049008
0091D001656,X00224,00,00,939756
0091D004318,X01007,00,00,049008
0091D001687,X00224,00,00,939756
0091D003824,X01007,00,00,049008
0091D004362,X01007,00,00,049008
0091D002004,X00224,00,00,049008
0091D003776,X01007,00,00,049008
0091D001363,X00224,00,00,939756
0091D000853,X02241,00,00,939756
0091D002743,X00224,00,00,049008
0191D000290,060925,01,01,049008
0091D000467,X00224,00,00,049008
0091D002046,X00224,00,00,049008
0091D002954,X00224,00,00,049008
0091D003117,X00224,00,00,049008
0091D000375,X00224,00,00,049008
0291D000716,070149,02,02,939756
0691D000233,009105,06,06,049010
0091D000108,X00224,00,00,049008
0091D001092,X00224,00,00,939756
0191D000071,060925,01,01,060364
0091D000869,X00224,00,00,939756
0091D001949,X00224,00,00,039268
0091D003157,X00224,00,00,002241
0191D000153,060925,01,01,049008
0291D000571,070149,02,02,939756
0291D000174,070149,02,02,939756
0091D004112,X01007,00,00,039268
0291D001009,070149,02,02,939756
0691D000265,007544,06,06,002127
0091D001778,X00224,00,00,939756
0391D000132,050326,03,03,049008
0091D003289,X01007,00,00,039268
0091D001323,X00224,00,00,939756
0691D000173,007544,06,06,003298
0191D000460,060925,01,01,096172
0291D000235,070149,02,02,939756
0091D002504,X00224,00,00,939756
0091D003300,X00224,00,00,039268
0291D000917,070149,02,02,939756
0191D000596,060925,01,01,096172
0091D004185,X01007,00,00,049010
0191D000285,060925,01,01,049008
0091D001345,X00224,00,00,939756
0091D000547,X00224,00,00,939756
0091D001161,X00224,00,00,939756
0591D000106,X00457,05,05,005592
0091D000609,X00224,00,00,939756
0091D001140,X00224,00,00,939756
0091D001157,X00224,00,00,939756
0191D000553,060925,01,01,060925
0091D000637,X00224,00,00,939756
0091D000790,X00224,00,00,939756
0091D003666,X00224,00,00,939756
0091D001153,X00224,00,00,939756
0591D000007,004570,05,05,981540
0291D000712,070149,02,02,939756
0191D000166,060925,01,01,060364
0291D000570,070149,02,02,939756
0091D003090,X00224,00,00,049008
0091D001225,X00224,00,00,939756
0091D000802,X00224,00,00,939756
0291D000263,070149,02,02,939756
0091D003227,X01007,00,00,104124
0891D000114,070629,08,08,004570
0091D003799,X01007,00,00,939756
0291D000719,070149,02,02,939756
0091D002176,X00224,00,00,049008
0091D003751,X01007,00,00,049008
0091D003476,X01007,00,00,039268
0191D000225,060925,01,01,049008
0191D000023,060925,01,01,049008
0091D000176,X00224,00,00,049008
0091D000261,X00224,00,00,049008
0091D000653,X00224,00,00,939756
0091D004136,X01007,00,00,008389
0091D004176,X01007,00,00,049010
0091D002250,X00224,00,00,049008
0091D000120,X00224,00,00,049008
0091D003489,X00224,00,00,939756
0091D000980,X00224,00,00,939756
0591D000162,X00457,05,05,981540
0091D001201,X00224,00,00,939756
0591D000299,X00457,05,05,039268
0591D000425,X00457,05,05,039268
0091D001204,X00224,00,00,939756
0291D000997,070149,02,02,939756
0091D004225,X01007,00,00,049010
0191D000442,060925,01,01,094072
0291D000774,070149,02,02,939756
0191D000291,060925,01,01,049008
0091D001859,X00224,00,00,049008
0691D000055,009105,06,06,049010
0191D000019,060925,01,01,049008
0091D003391,X01007,00,00,039268
0591D000060,X00457,05,05,981540
0091D000171,X00224,00,00,049008
0091D001731,X00224,00,00,939756
0291D000591,070149,02,02,939756
0091D002196,X00224,00,00,049008
0091D003618,X00221,00,00,939756
0091D000915,X00224,00,00,939756
0091D001676,X00224,00,00,939756
0091D003486,X01007,00,00,049010
0091D001196,X00224,00,00,939756
0691D000317,009105,06,06,005533
0091D003806,X01007,00,00,939756
